split,mode,species,sample_bytes,sample_bases,theoretical_bits_per_base,arithmetic_bits_per_base,ascii_bytes,two_bit_pack_bytes,gzip_bytes,bz2_bytes,lzma_bytes,arithmetic_vs_2bit_ratio,arithmetic_bytes_ratio_vs_ascii,arithmetic_vs_gzip_ratio
train,windows_nonoverlap,OrSa,100000,100000,1.9240441919984288,1.92768,100000,25000,28961,27292,27296,0.96384,0.24096,0.8320154690791064
train,windows_nonoverlap,HoSa,100000,100000,1.8796345356914204,1.88352,100000,25000,27817,26629,25732,0.94176,0.23544,0.8463888988747889
train,windows_nonoverlap,DaRe,100000,100000,1.919687206629904,1.92336,100000,25000,25261,25757,22812,0.96168,0.24042,0.951743794782471
train,windows_nonoverlap,ScPo,100000,100000,1.937845387231272,1.9416,100000,25000,28686,27211,27084,0.9708,0.2427,0.8460573101861535
train,windows_nonoverlap,EsCo,100000,100000,1.9450392603330102,1.94888,100000,25000,28942,27112,27332,0.97444,0.24361,0.8417179185958124
train,windows_nonoverlap,YeMi,44213,44212,1.8195085300894438,1.823034470279562,44213,11054,12547,11797,11772,0.911517235139781,0.227874154660394,0.8029807922212481
train,windows_nonoverlap,BuEb,11364,11364,1.9591324043435,1.961281239000352,11364,2841,3535,3178,3392,0.980640619500176,0.245160154875044,0.7881188118811882
train,windows_nonoverlap,AgPh,26382,26380,1.9307084885376495,1.9341925701288856,26382,6596,7933,7240,7472,0.9670962850644428,0.24175574255173982,0.8039833606454053
val,windows_nonoverlap,OrSa,100000,100000,1.9239113201042686,1.9276,100000,25000,28605,27312,26748,0.9638,0.24095,0.842335256074113
val,windows_nonoverlap,HoSa,100000,100000,1.8660494775939223,1.87008,100000,25000,28037,26822,26196,0.93504,0.23376,0.8337553946570603
val,windows_nonoverlap,DaRe,100000,100000,1.9051742542012786,1.90888,100000,25000,21474,22519,19452,0.95444,0.23861,1.1111576790537394
val,windows_nonoverlap,ScPo,100000,100000,1.9445115938712536,1.94824,100000,25000,29227,27287,27636,0.97412,0.24353,0.8332363910083143
val,windows_nonoverlap,EsCo,100000,100000,1.9477537911889824,1.9516,100000,25000,28911,27071,27332,0.9758,0.24395,0.8437964788488811
val,windows_nonoverlap,YeMi,14737,14736,1.8375145631541232,1.8398479913137893,14737,3685,4301,3989,4140,0.9199239956568946,0.2299653932279297,0.7879562892350617
val,windows_nonoverlap,BuEb,3788,3788,1.9842070224541006,1.983104540654699,3788,947,1245,1104,1312,0.9915522703273495,0.24788806758183737,0.7542168674698795
val,windows_nonoverlap,AgPh,8794,8792,1.9443251120588603,1.9463148316651502,8794,2199,2737,2486,2688,0.9731574158325751,0.24323402319763476,0.7815126050420168
test,windows_nonoverlap,OrSa,100000,100000,1.9238926619231722,1.92752,100000,25000,29064,27383,27280,0.96376,0.24094,0.8289980732177264
test,windows_nonoverlap,HoSa,100000,100000,1.8891774337232239,1.89296,100000,25000,28409,26828,26684,0.94648,0.23662,0.832905065296209
test,windows_nonoverlap,DaRe,100000,100000,1.876361948498159,1.88008,100000,25000,28364,26792,26380,0.94004,0.23501,0.8285502749964744
test,windows_nonoverlap,ScPo,100000,100000,1.9401377158559858,1.94384,100000,25000,25995,26652,24348,0.97192,0.24298,0.9347182150413541
test,windows_nonoverlap,EsCo,100000,100000,1.9504966148111245,1.95432,100000,25000,28961,27126,27268,0.97716,0.24429,0.843513690825593
test,windows_nonoverlap,YeMi,14739,14736,1.8353036246753085,1.8376764386536373,14739,3685,4285,3974,4104,0.9188382193268186,0.2296627993758057,0.7899649941656943
test,windows_nonoverlap,BuEb,3788,3788,1.9687525256048872,1.9662090813093982,3788,947,1244,1114,1300,0.9831045406546991,0.24577613516367477,0.7483922829581994
test,windows_nonoverlap,AgPh,8794,8792,1.9492801785456755,1.9508644222020017,8794,2199,2758,2486,2684,0.9754322111010009,0.2438025926768251,0.7773749093546047
