split,mode,species,sample_bytes,sample_bases,theoretical_bits_per_base,arithmetic_bits_per_base,ascii_bytes,two_bit_pack_bytes,gzip_bytes,bz2_bytes,lzma_bytes,arithmetic_vs_2bit_ratio,arithmetic_bytes_ratio_vs_ascii,arithmetic_vs_gzip_ratio
train,windows_nonoverlap,GaGa,100000,99999,1.8183849880490992,1.8191381913819138,100000,25000,28307,27125,26668,0.9095690956909569,0.22739,0.8032995372169428
train,windows_nonoverlap,DrMe,100000,99999,1.8465254476763517,1.84729847298473,100000,25000,28156,26962,25948,0.923649236492365,0.23091,0.8201093905384288
train,windows_nonoverlap,EnIn,100000,99999,1.8583921288431635,1.859218592185922,100000,25000,28368,26926,26764,0.929609296092961,0.2324,0.8192329385222786
train,windows_nonoverlap,PlFa,100000,99999,1.783549012247935,1.7842578425784257,100000,25000,27096,26409,25232,0.8921289212892128,0.22303,0.8231104222025392
train,windows_nonoverlap,HePy,100000,99999,1.8005028365713345,1.8012980129801297,100000,25000,28131,26820,26420,0.9006490064900649,0.22516,0.8003981372862679
train,windows_nonoverlap,AeCa,100000,99999,1.8974522435654044,1.898258982589826,100000,25000,29143,27237,27564,0.949129491294913,0.23728,0.8141920872936897
train,windows_nonoverlap,HaHi,100000,99999,1.7695388623808113,1.7704177041770417,100000,25000,28154,26428,26448,0.8852088520885208,0.2213,0.7860339560986006
train,windows_nonoverlap,AnCa,100000,99999,1.6630440669641071,1.6637766377663776,100000,25000,28582,26994,26824,0.8318883188831888,0.20797,0.7276257784619691
train,windows_nonoverlap,WaMe,100000,99999,1.9195433458240831,1.920339203392034,100000,25000,29047,27262,27328,0.960169601696017,0.24004,0.8263848245946225
val,windows_nonoverlap,GaGa,100000,99999,1.8576008001290951,1.8584185841858418,100000,25000,28747,27137,27092,0.9292092920929209,0.2323,0.8080843218422792
val,windows_nonoverlap,DrMe,100000,99999,1.8922118322745727,1.8929789297892978,100000,25000,28761,27224,27116,0.9464894648946489,0.23662,0.8227113104551302
val,windows_nonoverlap,EnIn,100000,99999,1.8780037336506177,1.878818788187882,100000,25000,28791,27188,27200,0.939409394093941,0.23485,0.8157062971067347
val,windows_nonoverlap,PlFa,100000,99999,1.803456520893334,1.8041780417804179,100000,25000,27624,26452,26008,0.9020890208902089,0.22552,0.8163915435852882
val,windows_nonoverlap,HePy,100000,99999,1.8070181824865124,1.8077780777807777,100000,25000,28041,26785,26308,0.9038890388903889,0.22597,0.8058557112799115
val,windows_nonoverlap,AeCa,100000,99999,1.876936579424388,1.8776987769877698,100000,25000,28956,27068,27432,0.9388493884938849,0.23471,0.8105746650089791
val,windows_nonoverlap,HaHi,100000,99999,1.7843869967019983,1.7852978529785297,100000,25000,28340,26538,26704,0.8926489264892649,0.22316,0.7874382498235709
val,windows_nonoverlap,AnCa,100000,99999,1.7955987421202337,1.7962579625796258,100000,25000,28663,27003,26952,0.8981289812898129,0.22453,0.7833443812580679
val,windows_nonoverlap,WaMe,100000,99999,1.9181209365804595,1.918979189791898,100000,25000,29139,27207,27496,0.959489594895949,0.23987,0.8231922852534405
test,windows_nonoverlap,GaGa,100000,99999,1.8223139213814012,1.8230582305823058,100000,25000,28422,26895,26800,0.9115291152911529,0.22788,0.8017732742241925
test,windows_nonoverlap,DrMe,100000,99999,1.878743455403304,1.879458794587946,100000,25000,28667,27152,26728,0.939729397293973,0.23493,0.8195137265845746
test,windows_nonoverlap,EnIn,100000,99999,1.8688670529283418,1.8696186961869619,100000,25000,28651,27161,26864,0.9348093480934809,0.2337,0.8156783358347004
test,windows_nonoverlap,PlFa,100000,99999,1.8077779605921058,1.8085780857808578,100000,25000,27534,26576,25948,0.9042890428904289,0.22607,0.8210576015108593
test,windows_nonoverlap,HePy,100000,99999,1.813546446011335,1.8143381433814338,100000,25000,28072,26762,26408,0.9071690716907169,0.22679,0.807886862353947
test,windows_nonoverlap,AeCa,100000,99999,1.8759081291984794,1.8767387673876739,100000,25000,28952,27179,27368,0.9383693836938369,0.23459,0.8102721746338768
test,windows_nonoverlap,HaHi,100000,99999,1.9229595298882676,1.923779237792378,100000,25000,29089,27064,27476,0.961889618896189,0.24047,0.8266698752105607
test,windows_nonoverlap,AnCa,100000,99999,1.6926287256036623,1.6932969329693297,100000,25000,27659,26863,25828,0.8466484664846649,0.21166,0.7652482013087964
test,windows_nonoverlap,WaMe,100000,99999,1.927369273692737,1.9281792817928178,100000,25000,29187,27236,27612,0.9640896408964089,0.24102,0.8257786000616713
