split,mode,species,source_name,sample_bytes,sample_bases,arithmetic_bits_per_base,theoretical_bits_per_base,vs_2bit_percent,paper_baseline_percent,paper_baseline_bpb,compression_bases_per_second,compression_mbases_per_second,compression_bytes_per_second,compression_mbytes_per_second
train,windows_nonoverlap,homo_sapiens,homo_sapiens:1,100000,99999,1.4708147081470815,1.4702213624604736,73.54073540735408,,,83320.17035065671,0.08332017035065671,83321.00356069232,0.08332100356069232
train,windows_nonoverlap,homo_sapiens,homo_sapiens:10,100000,99999,1.2041720417204171,1.2033441294791596,60.20860208602086,,,143243.39352638737,0.14324339352638737,143244.82597464713,0.14324482597464713
train,windows_nonoverlap,homo_sapiens,homo_sapiens:11,100000,99999,0.5455254552545525,0.5443700923053161,27.276272762727626,,,152886.88816800603,0.15288688816800602,152888.41705217655,0.15288841705217654
train,windows_nonoverlap,homo_sapiens,homo_sapiens:12,100000,99999,1.4644146441464414,1.4637182590993618,73.22073220732207,,,140815.76121285083,0.14081576121285083,140817.16938454466,0.14081716938454467
train,windows_nonoverlap,homo_sapiens,homo_sapiens:13,100000,99999,0.0039200392003920035,0.0022105169381619353,0.19600196001960019,,,160666.57914131222,0.16066657914131222,160668.18582317044,0.16066818582317044
train,windows_nonoverlap,homo_sapiens,homo_sapiens:14,100000,99999,0.0039200392003920035,0.0022105169381619353,0.19600196001960019,,,160872.0616759984,0.1608720616759984,160873.67041270252,0.1608736704127025
train,windows_nonoverlap,homo_sapiens,homo_sapiens:15,100000,99999,0.0039200392003920035,0.0022105169381619353,0.19600196001960019,,,160879.92494516814,0.16087992494516815,160881.53376050573,0.16088153376050573
train,windows_nonoverlap,homo_sapiens,homo_sapiens:16,100000,99999,1.4801748017480174,1.479447476450129,74.00874008740087,,,139738.47646293932,0.13973847646293933,139739.87386167794,0.13973987386167794
train,windows_nonoverlap,homo_sapiens,homo_sapiens:17,100000,99999,0.6069660696606967,0.6058786712582931,30.348303483034833,,,151244.83968089253,0.15124483968089253,151246.35214441398,0.15124635214441398
train,windows_nonoverlap,homo_sapiens,homo_sapiens:18,100000,99999,1.2180921809218093,1.2173006569838876,60.904609046090464,,,142337.03913167713,0.14233703913167714,142338.46251630227,0.14233846251630228
