split,mode,species,source_name,window_position_zero_based,window_position_one_based,count,sum_bits_per_base,mean_bits_per_base
train,windows_nonoverlap,saccharomyces_cerevisiae,saccharomyces_cerevisiae:XIII,0,1,33,63.92089255650838,1.9369967441366176
train,windows_nonoverlap,saccharomyces_cerevisiae,saccharomyces_cerevisiae:XIII,1,2,33,63.920892556508385,1.9369967441366178
train,windows_nonoverlap,saccharomyces_cerevisiae,saccharomyces_cerevisiae:XIII,2,3,33,63.92089255650838,1.9369967441366176
train,windows_nonoverlap,saccharomyces_cerevisiae,saccharomyces_cerevisiae:XIII,3,4,33,65.60609197616577,1.9880633932171445
train,windows_nonoverlap,saccharomyces_cerevisiae,saccharomyces_cerevisiae:XIII,4,5,33,65.60609197616577,1.9880633932171445
train,windows_nonoverlap,saccharomyces_cerevisiae,saccharomyces_cerevisiae:XIII,5,6,33,65.60609197616577,1.9880633932171445
train,windows_nonoverlap,saccharomyces_cerevisiae,saccharomyces_cerevisiae:XIII,6,7,33,65.94850492477417,1.9984395431749749
train,windows_nonoverlap,saccharomyces_cerevisiae,saccharomyces_cerevisiae:XIII,7,8,33,65.94850492477417,1.9984395431749749
train,windows_nonoverlap,saccharomyces_cerevisiae,saccharomyces_cerevisiae:XIII,8,9,33,65.94850492477417,1.9984395431749749
train,windows_nonoverlap,saccharomyces_cerevisiae,saccharomyces_cerevisiae:XIII,9,10,33,61.60446012020112,1.8668018218242763
train,windows_nonoverlap,saccharomyces_cerevisiae,saccharomyces_cerevisiae:XIII,10,11,33,61.60446012020111,1.8668018218242761
train,windows_nonoverlap,saccharomyces_cerevisiae,saccharomyces_cerevisiae:XIII,11,12,33,61.60446012020111,1.8668018218242761
train,windows_nonoverlap,saccharomyces_cerevisiae,saccharomyces_cerevisiae:XIII,12,13,33,66.90804306666055,2.0275164565654715
train,windows_nonoverlap,saccharomyces_cerevisiae,saccharomyces_cerevisiae:XIII,13,14,33,66.90804306666055,2.0275164565654715
