split,mode,species,source_name,sample_bytes,sample_bases,arithmetic_bits_per_base,theoretical_bits_per_base,vs_2bit_percent,paper_baseline_percent,paper_baseline_bpb,compression_bases_per_second,compression_mbases_per_second,compression_bytes_per_second,compression_mbytes_per_second
train,windows_nonoverlap,homo_sapiens,homo_sapiens:1,100000,99999,1.4737747377473776,1.4734169857472348,73.68873688736888,,,84737.10484300747,0.08473710484300748,84737.9522225297,0.0847379522225297
train,windows_nonoverlap,homo_sapiens,homo_sapiens:10,100000,99999,1.2162521625216252,1.2155088793224205,60.81260812608126,,,140496.4271919891,0.1404964271919891,140497.83217031078,0.14049783217031078
train,windows_nonoverlap,homo_sapiens,homo_sapiens:11,100000,99999,0.5498454984549845,0.5488257459688702,27.49227492274923,,,151712.84231538163,0.15171284231538162,151714.35945897622,0.1517143594589762
train,windows_nonoverlap,homo_sapiens,homo_sapiens:12,100000,99999,1.4688946889468895,1.4683706828427996,73.44473444734447,,,135978.3139474287,0.13597831394742868,135979.67374416612,0.1359796737441661
train,windows_nonoverlap,homo_sapiens,homo_sapiens:13,100000,99999,0.004320043200432004,0.0026219508582567513,0.21600216002160022,,,164439.83562767916,0.16443983562767917,164441.48004247958,0.16444148004247958
train,windows_nonoverlap,homo_sapiens,homo_sapiens:14,100000,99999,0.004320043200432004,0.0026219508582567513,0.21600216002160022,,,162289.4836058178,0.1622894836058178,162291.10651688298,0.16229110651688297
train,windows_nonoverlap,homo_sapiens,homo_sapiens:15,100000,99999,0.004320043200432004,0.0026219508582567513,0.21600216002160022,,,167136.59584657737,0.16713659584657736,167138.26722924967,0.16713826722924968
train,windows_nonoverlap,homo_sapiens,homo_sapiens:16,100000,99999,1.4824948249482495,1.4819336456208647,74.12474124741247,,,137761.21610722633,0.13776121610722633,137762.59373316364,0.13776259373316363
train,windows_nonoverlap,homo_sapiens,homo_sapiens:17,100000,99999,0.6094460944609446,0.6085147608277688,30.472304723047227,,,150894.4082748036,0.1508944082748036,150895.91723397592,0.1508959172339759
train,windows_nonoverlap,homo_sapiens,homo_sapiens:18,100000,99999,1.2292122921229212,1.2287616644381623,61.46061460614606,,,141395.15201596497,0.14139515201596498,141396.56598162476,0.14139656598162476
